game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season,season_start,opp_team_id,opp_pts,point_margin,spread,price,moneyline_price
21701054,2018-03-19,DEN @ MIA,1610612748,t,W,38.0,33.0,0.535,56.0,102.0,0.549,20.0,36.0,0.556,17.0,27.0,7.0,39.0,46,36.0,5.0,11.0,11.0,26.0,149,1610612743,2017,Regular Season,2017-18,2017,1610612743,141,8,1.5,-105.0,-117.0
21701034,2018-03-16,LAL vs. MIA,1610612748,f,W,37.0,33.0,0.529,36.0,94.0,0.383,10.0,36.0,0.278,10.0,14.0,12.0,31.0,43,23.0,14.0,6.0,11.0,18.0,92,1610612747,2017,Regular Season,2017-18,2017,1610612747,91,1,-2.5,-114.0,117.0
21700938,2018-03-03,DET @ MIA,1610612748,t,W,33.0,30.0,0.524,37.0,82.0,0.451,12.0,29.0,0.414,19.0,28.0,15.0,30.0,45,19.0,11.0,5.0,13.0,20.0,105,1610612765,2017,Regular Season,2017-18,2017,1610612765,96,9,5.0,-104.0,-201.0
21700922,2018-03-01,LAL @ MIA,1610612748,t,L,32.0,30.0,0.516,46.0,95.0,0.484,9.0,31.0,0.29,12.0,16.0,14.0,26.0,40,23.0,6.0,5.0,11.0,21.0,113,1610612747,2017,Regular Season,2017-18,2017,1610612747,131,-18,5.5,-113.0,-217.0
21700885,2018-02-24,MEM @ MIA,1610612748,t,W,31.0,29.0,0.517,41.0,89.0,0.461,12.0,33.0,0.364,21.0,27.0,14.0,36.0,50,27.0,15.0,6.0,10.0,17.0,115,1610612763,2017,Regular Season,2017-18,2017,1610612763,89,26,9.5,-105.0,-467.0
21700847,2018-02-13,TOR vs. MIA,1610612748,f,L,30.0,27.0,0.526,42.0,86.0,0.488,12.0,29.0,0.414,16.0,19.0,10.0,41.0,51,24.0,5.0,3.0,16.0,18.0,112,1610612761,2017,Regular Season,2017-18,2017,1610612761,115,-3,-8.0,-105.0,315.0
21700634,2018-01-14,MIL @ MIA,1610612748,t,W,25.0,17.0,0.595,35.0,76.0,0.461,11.0,29.0,0.379,16.0,20.0,3.0,46.0,49,23.0,8.0,8.0,13.0,18.0,97,1610612749,2017,Regular Season,2017-18,2017,1610612749,79,18,2.0,-102.0,-126.0
21700599,2018-01-09,TOR vs. MIA,1610612748,f,W,23.0,17.0,0.575,39.0,97.0,0.402,4.0,22.0,0.182,8.0,10.0,20.0,44.0,64,18.0,2.0,14.0,13.0,19.0,90,1610612761,2017,Regular Season,2017-18,2017,1610612761,89,1,-4.0,-112.0,145.0
21700486,2017-12-23,NOP @ MIA,1610612748,t,L,17.0,16.0,0.515,36.0,85.0,0.424,10.0,32.0,0.313,12.0,15.0,13.0,25.0,38,18.0,4.0,3.0,13.0,19.0,94,1610612740,2017,Regular Season,2017-18,2017,1610612740,109,-15,-3.0,-108.0,129.0
21700376,2017-12-09,BKN vs. MIA,1610612748,f,W,12.0,13.0,0.48,42.0,90.0,0.467,8.0,27.0,0.296,9.0,14.0,8.0,36.0,44,15.0,6.0,8.0,5.0,17.0,101,1610612751,2017,Regular Season,2017-18,2017,1610612751,89,12,2.5,102.0,-126.0
21700287,2017-11-26,CHI vs. MIA,1610612748,f,W,10.0,9.0,0.526,34.0,75.0,0.453,13.0,32.0,0.406,19.0,23.0,1.0,44.0,45,19.0,9.0,5.0,12.0,14.0,100,1610612741,2017,Regular Season,2017-18,2017,1610612741,93,7,7.5,-102.0,-272.0
21700272,2017-11-24,MIN vs. MIA,1610612748,f,W,9.0,9.0,0.5,38.0,80.0,0.475,19.0,39.0,0.487,14.0,16.0,9.0,33.0,42,29.0,4.0,4.0,13.0,24.0,109,1610612750,2017,Regular Season,2017-18,2017,1610612750,97,12,-3.5,-114.0,139.0
21700257,2017-11-22,BOS @ MIA,1610612748,t,W,8.0,9.0,0.471,40.0,81.0,0.494,10.0,28.0,0.357,14.0,16.0,7.0,41.0,48,20.0,3.0,4.0,16.0,22.0,104,1610612738,2017,Regular Season,2017-18,2017,1610612738,98,6,-1.5,-108.0,103.0
21700148,2017-11-06,GSW vs. MIA,1610612748,f,L,4.0,6.0,0.4,30.0,83.0,0.361,8.0,26.0,0.308,12.0,17.0,7.0,37.0,44,19.0,10.0,6.0,20.0,20.0,80,1610612744,2017,Regular Season,2017-18,2017,1610612744,97,-17,-14.5,-106.0,858.0
21700110,2017-11-01,CHI @ MIA,1610612748,t,W,3.0,4.0,0.429,34.0,83.0,0.41,12.0,31.0,0.387,17.0,19.0,3.0,45.0,48,21.0,8.0,0.0,11.0,19.0,97,1610612741,2017,Regular Season,2017-18,2017,1610612741,91,6,10.0,-105.0,-490.0
41700124,2018-04-21,PHI @ MIA,1610612748,t,L,1.0,3.0,0.25,41.0,94.0,0.436,7.0,19.0,0.368,13.0,25.0,13.0,30.0,43,21.0,18.0,4.0,19.0,32.0,102,1610612755,2017,Playoffs,2017-18,2017,1610612755,106,-4,-3.5,-102.0,155.0
41700123,2018-04-19,PHI @ MIA,1610612748,t,L,1.0,2.0,0.333,33.0,73.0,0.452,16.0,33.0,0.485,26.0,35.0,5.0,30.0,35,26.0,7.0,9.0,15.0,30.0,108,1610612755,2017,Playoffs,2017-18,2017,1610612755,128,-20,-2.5,-102.0,129.0
41700121,2018-04-14,PHI vs. MIA,1610612748,f,L,0.0,1.0,0.0,35.0,77.0,0.455,12.0,26.0,0.462,21.0,31.0,9.0,32.0,41,25.0,4.0,6.0,16.0,25.0,103,1610612755,2017,Playoffs,2017-18,2017,1610612755,130,-27,-5.5,-106.0,208.0
21701152,2018-04-01,DEN vs. MIL,1610612749,f,L,41.0,36.0,0.532,45.0,100.0,0.45,12.0,33.0,0.364,23.0,27.0,11.0,34.0,45,27.0,9.0,3.0,9.0,37.0,125,1610612743,2017,Regular Season,2017-18,2017,1610612743,128,-3,-6.0,-108.0,201.0
21700968,2018-03-07,HOU @ MIL,1610612749,t,L,34.0,31.0,0.523,38.0,83.0,0.458,9.0,28.0,0.321,14.0,19.0,6.0,32.0,38,21.0,9.0,3.0,13.0,22.0,99,1610612745,2017,Regular Season,2017-18,2017,1610612745,110,-11,-6.0,-104.0,216.0
21700932,2018-03-02,IND @ MIL,1610612749,t,L,33.0,29.0,0.532,31.0,81.0,0.383,9.0,25.0,0.36,25.0,32.0,14.0,29.0,43,15.0,9.0,13.0,15.0,24.0,96,1610612754,2017,Regular Season,2017-18,2017,1610612754,103,-7,3.5,-102.0,-160.0
21700913,2018-02-28,DET vs. MIL,1610612749,f,L,33.0,28.0,0.541,28.0,73.0,0.384,8.0,24.0,0.333,23.0,28.0,6.0,29.0,35,16.0,7.0,3.0,13.0,20.0,87,1610612765,2017,Regular Season,2017-18,2017,1610612765,110,-23,-1.0,-105.0,-100.0
21700893,2018-02-25,NOP @ MIL,1610612749,t,L,33.0,26.0,0.559,44.0,96.0,0.458,7.0,25.0,0.28,26.0,29.0,9.0,35.0,44,21.0,10.0,3.0,13.0,19.0,121,1610612740,2017,Regular Season,2017-18,2017,1610612740,123,-2,4.5,-105.0,-183.0
21700876,2018-02-23,TOR vs. MIL,1610612749,f,W,33.0,25.0,0.569,43.0,90.0,0.478,13.0,26.0,0.5,23.0,27.0,13.0,38.0,51,21.0,6.0,3.0,18.0,24.0,122,1610612761,2017,Regular Season,2017-18,2017,1610612761,119,3,-7.0,-105.0,278.0
21700865,2018-02-15,DEN @ MIL,1610612749,t,L,32.0,25.0,0.561,49.0,92.0,0.533,9.0,26.0,0.346,16.0,22.0,11.0,29.0,40,27.0,9.0,5.0,16.0,20.0,123,1610612743,2017,Regular Season,2017-18,2017,1610612743,134,-11,2.0,-110.0,-130.0
21700848,2018-02-13,ATL @ MIL,1610612749,t,W,32.0,24.0,0.571,38.0,88.0,0.432,8.0,25.0,0.32,13.0,17.0,14.0,34.0,48,23.0,6.0,10.0,10.0,18.0,97,1610612737,2017,Regular Season,2017-18,2017,1610612737,92,5,7.0,-104.0,-291.0
21700691,2018-01-22,PHX @ MIL,1610612749,t,W,24.0,22.0,0.522,38.0,71.0,0.535,5.0,17.0,0.294,28.0,37.0,8.0,24.0,32,20.0,14.0,5.0,17.0,22.0,109,1610612756,2017,Regular Season,2017-18,2017,1610612756,105,4,5.5,-102.0,-213.0
21700678,2018-01-20,PHI vs. MIL,1610612749,f,L,23.0,22.0,0.511,33.0,82.0,0.402,10.0,32.0,0.313,18.0,22.0,8.0,27.0,35,20.0,10.0,3.0,17.0,20.0,94,1610612755,2017,Regular Season,2017-18,2017,1610612755,116,-22,-7.5,-107.0,270.0
21700634,2018-01-14,MIA vs. MIL,1610612749,f,L,22.0,20.0,0.524,25.0,79.0,0.316,4.0,28.0,0.143,25.0,27.0,8.0,32.0,40,9.0,8.0,1.0,15.0,23.0,79,1610612748,2017,Regular Season,2017-18,2017,1610612748,97,-18,-2.0,-108.0,114.0
21700622,2018-01-12,GSW @ MIL,1610612749,t,L,22.0,19.0,0.537,36.0,85.0,0.424,11.0,28.0,0.393,11.0,12.0,8.0,25.0,33,21.0,9.0,6.0,12.0,20.0,94,1610612744,2017,Regular Season,2017-18,2017,1610612744,108,-14,-4.0,-110.0,151.0
21700610,2018-01-10,ORL @ MIL,1610612749,t,W,22.0,18.0,0.55,45.0,82.0,0.549,4.0,19.0,0.211,16.0,25.0,11.0,36.0,47,20.0,4.0,9.0,14.0,21.0,110,1610612753,2017,Regular Season,2017-18,2017,1610612753,103,7,10.5,-107.0,-555.0
21700561,2018-01-03,IND @ MIL,1610612749,t,W,20.0,16.0,0.556,44.0,75.0,0.587,9.0,17.0,0.529,25.0,28.0,6.0,28.0,34,33.0,8.0,5.0,16.0,23.0,122,1610612754,2017,Regular Season,2017-18,2017,1610612754,101,21,7.5,-109.0,-320.0
21700518,2017-12-28,MIN @ MIL,1610612749,t,W,18.0,15.0,0.545,41.0,75.0,0.547,5.0,15.0,0.333,15.0,16.0,7.0,29.0,36,23.0,10.0,0.0,16.0,18.0,102,1610612750,2017,Regular Season,2017-18,2017,1610612750,96,6,4.5,-105.0,-180.0
21700285,2017-11-25,UTA vs. MIL,1610612749,f,L,9.0,9.0,0.5,41.0,77.0,0.532,8.0,21.0,0.381,18.0,23.0,8.0,32.0,40,19.0,5.0,6.0,16.0,21.0,108,1610612762,2017,Regular Season,2017-18,2017,1610612762,121,-13,2.0,-105.0,-125.0
21700264,2017-11-22,PHX vs. MIL,1610612749,f,W,9.0,8.0,0.529,42.0,97.0,0.433,8.0,29.0,0.276,21.0,31.0,13.0,29.0,42,19.0,16.0,6.0,14.0,30.0,113,1610612756,2017,Regular Season,2017-18,2017,1610612756,107,6,2.0,102.0,-116.0
21700194,2017-11-13,MEM @ MIL,1610612749,t,W,7.0,6.0,0.538,40.0,82.0,0.488,12.0,22.0,0.545,18.0,25.0,10.0,26.0,36,23.0,6.0,5.0,9.0,19.0,110,1610612763,2017,Regular Season,2017-18,2017,1610612763,103,7,4.0,-105.0,-163.0
21700149,2017-11-07,CLE vs. MIL,1610612749,f,L,4.0,6.0,0.4,47.0,83.0,0.566,13.0,30.0,0.433,12.0,16.0,8.0,28.0,36,29.0,6.0,8.0,16.0,31.0,119,1610612739,2017,Regular Season,2017-18,2017,1610612739,124,-5,-5.0,-109.0,182.0
41700114,2018-04-22,BOS @ MIL,1610612749,t,W,2.0,2.0,0.5,38.0,73.0,0.521,10.0,23.0,0.435,18.0,24.0,2.0,34.0,36,24.0,7.0,14.0,9.0,24.0,104,1610612738,2017,Playoffs,2017-18,2017,1610612738,102,2,6.0,-106.0,-237.0
41700113,2018-04-20,BOS @ MIL,1610612749,t,W,1.0,2.0,0.333,45.0,79.0,0.57,16.0,33.0,0.485,10.0,15.0,7.0,30.0,37,28.0,8.0,12.0,9.0,27.0,116,1610612738,2017,Playoffs,2017-18,2017,1610612738,92,24,5.0,-107.0,-219.0
21400492,2015-01-02,UTA vs. ATL,1610612737,f,W,24.0,8.0,0.75,33.0,81.0,0.407,6.0,23.0,0.261,26.0,30.0,11.0,36.0,47,24.0,9.0,3.0,10.0,17.0,98,1610612762,2014,Regular Season,2014-15,2014,1610612762,92,6,4.5,-102.0,-183.0
41400223,2015-05-09,MEM vs. GSW,1610612744,f,L,1.0,2.0,0.333,32.0,74.0,0.432,6.0,26.0,0.231,19.0,28.0,10.0,29.0,39,20.0,7.0,7.0,17.0,23.0,89,1610612763,2014,Playoffs,2014-15,2014,1610612763,99,-10,4.5,-103.0,-187.0
41400144,2015-04-25,NOP vs. GSW,1610612744,f,W,4.0,0.0,1.0,40.0,79.0,0.506,13.0,24.0,0.542,16.0,23.0,10.0,29.0,39,28.0,6.0,7.0,10.0,18.0,109,1610612740,2014,Playoffs,2014-15,2014,1610612740,98,11,6.5,-105.0,-270.0
21401181,2015-04-10,SAS @ HOU,1610612745,t,L,53.0,26.0,0.671,31.0,66.0,0.47,9.0,21.0,0.429,32.0,53.0,9.0,30.0,39,19.0,9.0,5.0,20.0,26.0,103,1610612759,2014,Regular Season,2014-15,2014,1610612759,104,-1,-3.5,-101.0,148.0
21501223,2016-04-13,DAL vs. SAS,1610612759,f,W,67.0,15.0,0.817,35.0,74.0,0.473,6.0,23.0,0.261,20.0,26.0,8.0,34.0,42,24.0,8.0,3.0,14.0,19.0,96,1610612742,2015,Regular Season,2015-16,2015,1610612742,91,5,-5.5,-109.0,185.0
21501177,2016-04-07,GSW vs. SAS,1610612759,f,L,65.0,13.0,0.833,39.0,80.0,0.488,7.0,16.0,0.438,16.0,23.0,5.0,27.0,32,28.0,10.0,2.0,12.0,11.0,101,1610612744,2015,Regular Season,2015-16,2015,1610612744,112,-11,-6.0,-103.0,227.0
21501163,2016-04-05,GSW vs. MIN,1610612750,f,W,26.0,52.0,0.333,44.0,86.0,0.512,8.0,17.0,0.471,28.0,36.0,6.0,34.0,40,30.0,14.0,6.0,17.0,15.0,124,1610612744,2015,Regular Season,2015-16,2015,1610612744,117,7,-14.0,102.0,1479.0
21501146,2016-04-03,DAL @ MIN,1610612750,t,L,25.0,52.0,0.325,29.0,71.0,0.408,4.0,21.0,0.19,16.0,18.0,6.0,35.0,41,20.0,8.0,4.0,16.0,18.0,78,1610612742,2015,Regular Season,2015-16,2015,1610612742,88,-10,-3.0,-110.0,134.0
21500996,2016-03-14,GSW vs. NOP,1610612740,f,L,24.0,42.0,0.364,35.0,93.0,0.376,7.0,25.0,0.28,30.0,34.0,17.0,23.0,40,18.0,14.0,3.0,8.0,19.0,107,1610612744,2015,Regular Season,2015-16,2015,1610612744,125,-18,-16.0,-104.0,1665.0
21500198,2015-11-22,PHX @ NOP,1610612740,t,W,3.0,11.0,0.214,39.0,85.0,0.459,11.0,30.0,0.367,33.0,40.0,10.0,39.0,49,23.0,11.0,6.0,14.0,26.0,122,1610612756,2015,Regular Season,2015-16,2015,1610612756,116,6,1.0,-103.0,-109.0
21500145,2015-11-15,NYK vs. NOP,1610612740,f,L,1.0,9.0,0.1,32.0,71.0,0.451,6.0,21.0,0.286,17.0,19.0,4.0,32.0,36,16.0,5.0,5.0,18.0,22.0,87,1610612752,2015,Regular Season,2015-16,2015,1610612752,95,-8,-1.5,100.0,110.0
41500141,2016-04-16,HOU @ GSW,1610612744,t,W,1.0,0.0,1.0,39.0,91.0,0.429,10.0,25.0,0.4,16.0,24.0,15.0,38.0,53,26.0,10.0,7.0,15.0,22.0,104,1610612745,2015,Playoffs,2015-16,2015,1610612745,78,26,13.0,-107.0,-1224.0
41600101,2017-04-16,BOS vs. CHI,1610612741,f,W,1.0,0.0,1.0,39.0,91.0,0.429,8.0,26.0,0.308,20.0,23.0,20.0,33.0,53,22.0,10.0,7.0,16.0,18.0,106,1610612738,2016,Playoffs,2016-17,2016,1610612738,102,4,-6.5,102.0,256.0
21701007,2018-03-13,OKC @ ATL,1610612737,t,L,20.0,48.0,0.294,37.0,87.0,0.425,13.0,31.0,0.419,20.0,24.0,13.0,34.0,47,26.0,5.0,5.0,15.0,25.0,107,1610612760,2017,Regular Season,2017-18,2017,1610612760,119,-12,-6.0,-105.0,215.0
21701129,2018-03-30,ORL vs. CHI,1610612741,f,W,25.0,51.0,0.329,30.0,84.0,0.357,14.0,41.0,0.341,16.0,23.0,11.0,42.0,53,16.0,11.0,7.0,16.0,17.0,90,1610612753,2017,Regular Season,2017-18,2017,1610612753,82,8,-6.5,-108.0,239.0
21700991,2018-03-10,ORL @ LAC,1610612746,t,W,36.0,29.0,0.554,41.0,78.0,0.526,7.0,18.0,0.389,24.0,28.0,8.0,33.0,41,17.0,9.0,3.0,15.0,20.0,113,1610612753,2017,Regular Season,2017-18,2017,1610612753,105,8,11.5,-113.0,-812.0
21700964,2018-03-06,NOP @ LAC,1610612746,t,L,34.0,29.0,0.54,46.0,99.0,0.465,7.0,27.0,0.259,17.0,26.0,10.0,47.0,57,25.0,5.0,2.0,13.0,18.0,116,1610612740,2017,Regular Season,2017-18,2017,1610612740,121,-5,2.0,-100.0,-120.0
21700776,2018-02-03,DET vs. MIA,1610612748,f,L,29.0,24.0,0.547,44.0,91.0,0.484,14.0,36.0,0.389,5.0,7.0,7.0,26.0,33,30.0,13.0,4.0,11.0,14.0,107,1610612765,2017,Regular Season,2017-18,2017,1610612765,111,-4,-4.5,-101.0,173.0
21700719,2018-01-26,BKN @ MIL,1610612749,t,W,25.0,22.0,0.532,43.0,83.0,0.518,12.0,23.0,0.522,18.0,20.0,3.0,41.0,44,28.0,9.0,6.0,9.0,17.0,116,1610612751,2017,Regular Season,2017-18,2017,1610612751,91,25,6.0,-103.0,-247.0
21600861,2017-02-24,OKC vs. LAL,1610612747,f,L,19.0,40.0,0.322,40.0,101.0,0.396,7.0,35.0,0.2,6.0,14.0,15.0,36.0,51,23.0,15.0,8.0,13.0,19.0,93,1610612760,2016,Regular Season,2016-17,2016,1610612760,110,-17,-10.0,-101.0,480.0
21600889,2017-02-28,WAS vs. GSW,1610612744,f,L,50.0,10.0,0.833,39.0,84.0,0.464,8.0,29.0,0.276,22.0,27.0,13.0,28.0,41,28.0,10.0,6.0,19.0,23.0,108,1610612764,2016,Regular Season,2016-17,2016,1610612764,112,-4,7.0,-102.0,-295.0
21600847,2017-02-15,SAC @ GSW,1610612744,t,W,47.0,9.0,0.839,41.0,84.0,0.488,13.0,36.0,0.361,14.0,21.0,6.0,40.0,46,32.0,10.0,10.0,8.0,16.0,109,1610612758,2016,Regular Season,2016-17,2016,1610612758,86,23,19.0,-105.0,-4700.0
21600813,2017-02-11,OKC vs. GSW,1610612744,f,W,46.0,8.0,0.852,46.0,87.0,0.529,13.0,31.0,0.419,25.0,35.0,10.0,30.0,40,28.0,10.0,3.0,11.0,22.0,130,1610612760,2016,Regular Season,2016-17,2016,1610612760,114,16,8.0,-101.0,-333.0
21600745,2017-02-02,LAC vs. GSW,1610612744,f,W,43.0,7.0,0.86,52.0,99.0,0.525,14.0,34.0,0.412,15.0,18.0,15.0,31.0,46,38.0,10.0,2.0,11.0,26.0,133,1610612746,2016,Regular Season,2016-17,2016,1610612746,120,13,7.5,-109.0,-333.0
21600741,2017-02-01,CHA @ GSW,1610612744,t,W,42.0,7.0,0.857,47.0,96.0,0.49,21.0,48.0,0.438,11.0,14.0,9.0,38.0,47,35.0,9.0,13.0,10.0,18.0,126,1610612766,2016,Regular Season,2016-17,2016,1610612766,111,15,15.0,-103.0,-1950.0
21601079,2017-03-24,NOP @ HOU,1610612745,t,W,50.0,22.0,0.694,44.0,93.0,0.473,14.0,39.0,0.359,15.0,20.0,15.0,44.0,59,29.0,5.0,3.0,18.0,19.0,117,1610612740,2016,Regular Season,2016-17,2016,1610612740,107,10,8.0,-103.0,-374.0
21601048,2017-03-20,DEN @ HOU,1610612745,t,W,49.0,22.0,0.69,45.0,89.0,0.506,17.0,38.0,0.447,18.0,23.0,6.0,29.0,35,27.0,12.0,2.0,12.0,22.0,125,1610612743,2016,Regular Season,2016-17,2016,1610612743,124,1,8.0,-105.0,-369.0
21601034,2017-03-18,DEN vs. HOU,1610612745,f,W,48.0,22.0,0.686,38.0,83.0,0.458,5.0,24.0,0.208,28.0,35.0,10.0,38.0,48,20.0,5.0,5.0,14.0,24.0,109,1610612743,2016,Regular Season,2016-17,2016,1610612743,105,4,2.5,102.0,-130.0
21601010,2017-03-15,LAL @ HOU,1610612745,t,W,47.0,21.0,0.691,50.0,91.0,0.549,18.0,43.0,0.419,21.0,32.0,13.0,37.0,50,37.0,13.0,4.0,19.0,21.0,139,1610612747,2016,Regular Season,2016-17,2016,1610612747,100,39,17.5,-105.0,-5000.0
21600989,2017-03-12,CLE @ HOU,1610612745,t,W,46.0,21.0,0.687,41.0,96.0,0.427,16.0,45.0,0.356,19.0,28.0,20.0,32.0,52,25.0,10.0,4.0,6.0,17.0,117,1610612739,2016,Regular Season,2016-17,2016,1610612739,112,5,7.0,-104.0,-285.0
21600758,2017-02-04,PHI @ MIA,1610612748,t,W,21.0,30.0,0.412,48.0,82.0,0.585,12.0,22.0,0.545,17.0,23.0,10.0,39.0,49,28.0,6.0,5.0,21.0,24.0,125,1610612755,2016,Regular Season,2016-17,2016,1610612755,102,23,9.0,-100.0,-430.0
21600920,2017-03-04,TOR @ MIL,1610612749,t,W,28.0,33.0,0.459,38.0,87.0,0.437,6.0,27.0,0.222,19.0,23.0,9.0,33.0,42,16.0,3.0,4.0,6.0,18.0,101,1610612761,2016,Regular Season,2016-17,2016,1610612761,94,7,1.5,-105.0,-115.0
21701156,2018-04-03,TOR @ CLE,1610612739,t,W,48.0,30.0,0.615,38.0,77.0,0.494,13.0,30.0,0.433,23.0,26.0,2.0,40.0,42,18.0,8.0,6.0,12.0,17.0,112,1610612761,2017,Regular Season,2017-18,2017,1610612761,106,6,1.5,-107.0,-118.0
21701131,2018-03-30,NOP @ CLE,1610612739,t,W,46.0,30.0,0.605,43.0,90.0,0.478,10.0,24.0,0.417,11.0,15.0,9.0,36.0,45,22.0,6.0,2.0,10.0,14.0,107,1610612740,2017,Regular Season,2017-18,2017,1610612740,102,5,4.5,-113.0,-206.0
21700807,2018-02-07,MIN @ CLE,1610612739,t,W,31.0,22.0,0.585,52.0,88.0,0.591,21.0,41.0,0.512,15.0,23.0,7.0,34.0,41,33.0,5.0,1.0,15.0,21.0,140,1610612750,2017,Regular Season,2017-18,2017,1610612750,138,2,-3.5,-105.0,140.0
21700747,2018-01-30,DET vs. CLE,1610612739,f,L,29.0,20.0,0.592,38.0,84.0,0.452,13.0,35.0,0.371,25.0,32.0,7.0,34.0,41,24.0,2.0,5.0,15.0,22.0,114,1610612765,2017,Regular Season,2017-18,2017,1610612765,125,-11,5.5,-105.0,-230.0
21700715,2018-01-26,IND @ CLE,1610612739,t,W,28.0,19.0,0.596,46.0,82.0,0.561,13.0,37.0,0.351,10.0,13.0,8.0,36.0,44,27.0,13.0,4.0,20.0,11.0,115,1610612754,2017,Regular Season,2017-18,2017,1610612754,108,7,6.5,-101.0,-259.0
21700664,2018-01-18,ORL @ CLE,1610612739,t,W,27.0,17.0,0.614,38.0,85.0,0.447,10.0,34.0,0.294,18.0,27.0,14.0,32.0,46,22.0,8.0,4.0,20.0,21.0,104,1610612753,2017,Regular Season,2017-18,2017,1610612753,103,1,11.5,-105.0,-775.0
21700619,2018-01-12,IND vs. CLE,1610612739,f,L,26.0,16.0,0.619,37.0,85.0,0.435,7.0,34.0,0.206,14.0,19.0,9.0,37.0,46,19.0,12.0,5.0,11.0,15.0,95,1610612754,2017,Regular Season,2017-18,2017,1610612754,97,-2,1.5,-108.0,-118.0
21700615,2018-01-11,TOR vs. CLE,1610612739,f,L,26.0,15.0,0.634,34.0,89.0,0.382,6.0,26.0,0.231,25.0,30.0,9.0,26.0,35,18.0,3.0,4.0,9.0,16.0,99,1610612761,2017,Regular Season,2017-18,2017,1610612761,133,-34,2.5,-104.0,-135.0
21700874,2018-02-23,IND vs. ATL,1610612737,f,L,18.0,42.0,0.3,37.0,82.0,0.451,7.0,31.0,0.226,12.0,19.0,6.0,34.0,40,14.0,9.0,7.0,22.0,20.0,93,1610612754,2017,Regular Season,2017-18,2017,1610612754,116,-23,-7.0,-101.0,271.0
21700848,2018-02-13,MIL vs. ATL,1610612737,f,L,18.0,40.0,0.31,33.0,86.0,0.384,12.0,35.0,0.343,14.0,20.0,14.0,36.0,50,21.0,7.0,6.0,12.0,14.0,92,1610612749,2017,Regular Season,2017-18,2017,1610612749,97,-5,-7.0,-106.0,258.0
21700811,2018-02-08,ORL vs. ATL,1610612737,f,L,17.0,38.0,0.309,37.0,87.0,0.425,12.0,30.0,0.4,12.0,18.0,9.0,37.0,46,25.0,4.0,7.0,17.0,23.0,98,1610612753,2017,Regular Season,2017-18,2017,1610612753,100,-2,2.0,-103.0,-123.0
21700700,2018-01-23,LAL vs. BOS,1610612738,f,L,34.0,14.0,0.708,42.0,90.0,0.467,15.0,44.0,0.341,8.0,10.0,7.0,35.0,42,22.0,3.0,5.0,11.0,25.0,107,1610612747,2017,Regular Season,2017-18,2017,1610612747,108,-1,5.0,-103.0,-207.0
21700556,2018-01-03,NYK @ WAS,1610612764,t,W,22.0,16.0,0.579,48.0,81.0,0.593,9.0,23.0,0.391,16.0,26.0,6.0,36.0,42,27.0,9.0,5.0,12.0,21.0,121,1610612752,2017,Regular Season,2017-18,2017,1610612752,103,18,9.5,-103.0,-437.0
21700776,2018-02-03,MIA @ DET,1610612765,t,W,25.0,26.0,0.49,44.0,84.0,0.524,9.0,26.0,0.346,14.0,17.0,13.0,36.0,49,23.0,7.0,5.0,17.0,12.0,111,1610612748,2017,Regular Season,2017-18,2017,1610612748,107,4,4.5,-109.0,-192.0
21700747,2018-01-30,CLE @ DET,1610612765,t,W,23.0,26.0,0.469,49.0,93.0,0.527,9.0,23.0,0.391,18.0,28.0,8.0,39.0,47,30.0,12.0,5.0,10.0,27.0,125,1610612739,2017,Regular Season,2017-18,2017,1610612739,114,11,-5.5,-105.0,205.0
21700656,2018-01-17,TOR vs. DET,1610612765,f,L,22.0,21.0,0.512,37.0,88.0,0.42,10.0,28.0,0.357,7.0,15.0,11.0,31.0,42,22.0,14.0,7.0,14.0,20.0,91,1610612761,2017,Regular Season,2017-18,2017,1610612761,96,-5,-8.5,-110.0,330.0
21700580,2018-01-06,HOU @ DET,1610612765,t,W,21.0,17.0,0.553,38.0,75.0,0.507,12.0,25.0,0.48,20.0,27.0,5.0,30.0,35,21.0,8.0,4.0,11.0,15.0,108,1610612745,2017,Regular Season,2017-18,2017,1610612745,101,7,-6.0,-107.0,219.0
21700569,2018-01-05,PHI vs. DET,1610612765,f,L,20.0,17.0,0.541,30.0,78.0,0.385,7.0,22.0,0.318,11.0,19.0,6.0,28.0,34,20.0,9.0,4.0,12.0,14.0,78,1610612755,2017,Regular Season,2017-18,2017,1610612755,114,-36,-5.5,-105.0,195.0
21700543,2017-12-31,SAC vs. MEM,1610612763,f,W,12.0,25.0,0.324,41.0,76.0,0.539,14.0,30.0,0.467,18.0,24.0,6.0,38.0,44,22.0,11.0,8.0,16.0,21.0,114,1610612758,2017,Regular Season,2017-18,2017,1610612758,96,18,-2.5,-110.0,118.0
21700464,2017-12-20,GSW vs. MEM,1610612763,f,L,9.0,22.0,0.29,28.0,84.0,0.333,12.0,31.0,0.387,16.0,19.0,15.0,26.0,41,20.0,10.0,6.0,16.0,23.0,84,1610612744,2017,Regular Season,2017-18,2017,1610612744,97,-13,-9.5,-113.0,385.0
